,Source,Restaurant Name,Author,Rating,Time,Review
316,Google,MADRAS RESTAURANT- True Taste of South India,Ranjit Rana,"Rated 4.0 out of 5,",5 years ago,"I am very fond of Chicken Items. I went their with my Friends we order Chicken Combo 2, Butter chicken and Chicken Biryani it was just awesome. We really love their food. Highly Recommended. Keep it up."
317,Google,MADRAS RESTAURANT- True Taste of South India,James Scott,"Rated 2.0 out of 5,",6 years ago,"Food is tasty, price on the higher side, extra charges even for raitha served with briyani. The container can be voted for Guinness records for the smallest container to hold raitha. Service is poor, the child seat belt is torn in all the seats that they have and the best of all pay before you eat, even if you choose to dine in. ROFL"
318,Google,MADRAS RESTAURANT- True Taste of South India,Siva datta sai Chepena,"Rated 5.0 out of 5,",2 years ago,It's a great place for breakfast. Beautiful ambience and tastefully decorated restaurant. Food is very delicious and awesome. Very hygienic  service and hospitality is great. Looking forward to visit again.
319,Google,MADRAS RESTAURANT- True Taste of South India,manasakana bandi,"Rated 5.0 out of 5,",3 years ago,Fantastic food. Spice levels are very accurate and  the chutneys are too good sambar is amazing just feels like home made food...Really we enjoyed the food of madras
320,Google,MADRAS RESTAURANT- True Taste of South India,vidya hari,"Rated 3.0 out of 5,",2 years ago,I like the dosa variety there but paneer tikka masala was too salty and the red chutney with idly and dosa served to us had a change in taste ...as in it started getting  stale ....other than that it was ok..
321,Google,MADRAS RESTAURANT- True Taste of South India,Jagdish Chander,"Rated 5.0 out of 5,",3 years ago,Very traditional south indian food test. Good customer service. We recommend this restaurent. Today we enjoyed our lunch there. Resonable price.We will go again.
322,Google,MADRAS RESTAURANT- True Taste of South India,Aanchal Goel,"Rated 5.0 out of 5,",a year ago,It's the best dosa i have ever had in Canada. it's perfect from every angle and taste is on the top. Love it
323,Google,MADRAS RESTAURANT- True Taste of South India,Neha Sharma,"Rated 5.0 out of 5,",4 years ago,"Absolutely authentic south Indian food served with lots of hospitality and love. Perfect ambience with focus on South Indian culture, traditions and famous personalities. In love with their service and quality. Highly recommended !"
324,Google,MADRAS RESTAURANT- True Taste of South India,Kshipra Umat,"Rated 1.0 out of 5,",3 years ago,This is the first time i m writting review for any restaurant. I placed takeout order for idli and dosa while having it i found there is no salt    in any of them. I called to inform them about this and the guy just hang up the phone instead of giving any explanation.
325,Google,MADRAS RESTAURANT- True Taste of South India,Satvir Sandhu,"Rated 1.0 out of 5,",4 years ago,"The restaurant has terrible service, do not eat here. They make you pay first, and upon receiving you’ll sometimes be surprised that what the menu listed isn’t what you’re gonna get. When I ordered Butter Chicken Dosa, the description said that it comes with a butter chicken gravy for dipping, however I wasn’t given any and when I asked, I was told that they stopped doing that."
326,Google,MADRAS RESTAURANT- True Taste of South India,Dilpreet Kaur,"Rated 5.0 out of 5,",3 years ago,Food is amazing. The behaviour of staff is very polite. I visit here for first time and found this place is best to eat various kind of foods with reasonable price. I recommend people just to try this place. Thanks
327,Google,MADRAS RESTAURANT- True Taste of South India,Atul Kulkarni,"Rated 5.0 out of 5,",4 years ago,Excellent place for south Indian food. Very much impressed choices in the menu. Butter chicken masala dosa was a very good option for me to satisfy my quest for chicken and also enjoy the south Indian dosa at the same time. good job chef!!!!!!!!
328,Google,MADRAS RESTAURANT- True Taste of South India,Ratnala Sudheer,"Rated 4.0 out of 5,",3 years ago,"I love the food here especially that Onion uthappam is just nuts!I almost tried everything. Staff are very polite and service style is up to the mark.I really appreciate the overall qulaiqu, quantity and pricing."
329,Google,MADRAS RESTAURANT- True Taste of South India,Puneet Salwan,"Rated 3.0 out of 5,",2 years ago,Use less vegetable oil while making Dosa ..Excess oil if dosen't cook properly then raw oil gives very weird taste. Dosa is a healthy food keep it healthy..Good service .
330,Google,MADRAS RESTAURANT- True Taste of South India,N S,"Rated 1.0 out of 5,",4 years ago,"Not a good place to visit in terms of food. Horrible experience. I went there several time. Everytime i experienced not hygienic, food quality & oil used very cheap and stuffing in dosa lol u can say next to empty only layers of crispy rice flour. Waste of time & money both."
331,Google,MADRAS RESTAURANT- True Taste of South India,DEEPAK SINGLA,"Rated 5.0 out of 5,",3 years ago,"We came in Canada from New Delhi ,India & visited this Madras Restaurent. Excellent food. Specially Masala Dosa, Uttpam, Dahi Vada etc. Everything is better than Delhi. I wish to go again."
332,Google,MADRAS RESTAURANT- True Taste of South India,Sukh Jhajj,"Rated 5.0 out of 5,",5 years ago,Me and my friends visited yesterday (Tuesday evening) and we had Mysore Marsala and madras special Marsala dosa just for $7. Food was great even though they cut down the prices of food. we will be back with a big group to try more.
333,Google,MADRAS RESTAURANT- True Taste of South India,Imeet Grewal,"Rated 5.0 out of 5,",5 years ago,"The food is so good. Vegetable biryani is awesome. I never had such a delicious dosa in my life. Also, the staff is very cooperative and nice. 😍"
334,Google,MADRAS RESTAURANT- True Taste of South India,Priyanka Bajaj,"Rated 5.0 out of 5,",a year ago,"I ordered panner tikka dosa, mysore masala dosa and karam podi dosa. All of them were so delicious great customer service. Also i like their store decoration."
335,Google,MADRAS RESTAURANT- True Taste of South India,Bekkam Ramakrishna,"Rated 5.0 out of 5,",2 years ago,Overall good experience....briyanis were tasty....kids menu got me suprised as i didnt expect them to honor it with lot people ordering all sorts of items....wait time was far less comparatively....good job guys...
336,Google,MADRAS RESTAURANT- True Taste of South India,Vamshi Krishna,"Rated 5.0 out of 5,",3 years ago,"The food was amazing. Comforting, Well spiced. Much needed kick from their tangy Rasam - Nice and warming on a rainy day. I recommend this place for casual dining, variety food with economical pricing"
337,Google,MADRAS RESTAURANT- True Taste of South India,Divjot Singh,"Rated 4.0 out of 5,",2 years ago,Overall Good food but sambar is little bland
338,Google,MADRAS RESTAURANT- True Taste of South India,Kamil Haleem,"Rated 1.0 out of 5,",4 years ago,This is the worst dosa place in all of GTA if not Ontario. The dosa has no flavor. The idly was raw. The sambar and chutney were so waterred down that you could taste the water. We could not down it at all.I won't even comment on the subpar service because no one should be going here PERIOD!
339,Google,MADRAS RESTAURANT- True Taste of South India,shan kumar,"Rated 1.0 out of 5,",2 years ago,"Food is mediocore at best , expensive for what you get, not worth it.. avoid unless you have no choice.  Very conservative choices. Not trying to ruin a business but these ratings are accurate.. hope they turn them selves around and hear their customers."
340,Google,MADRAS RESTAURANT- True Taste of South India,Dan Gov,"Rated 1.0 out of 5,",4 years ago,"I dont want even give 1 star but no option there to vote -10, worst worst...The worst restaurant business in the whole planet, This is Punjabi restaurant and dont use the name from Tamil Nadu, Tamil songs playing in the background but Punjabi chutneys for Doda?!!!!!!!!  come on. Rude, Robbery...please dont go to this place. Please name it Punjabi Restaurant. i am not racist but it is Punjabi Restaurant."
341,Google,MADRAS RESTAURANT- True Taste of South India,Manohar Krishnan,"Rated 1.0 out of 5,",2 years ago,"Worst place to buy food. Last night we ordered Parathas, paneer Tika masala and goat curry. Parathas were really hard and kids couldn’t even chew. Paneer tika and goat curry very salty."
342,Google,MADRAS RESTAURANT- True Taste of South India,PAVAN TEJA YERRA,"Rated 5.0 out of 5,",2 years ago,"Great food at a good price!loved the dosa very much.very pleased with the service, and the food we ordered. Staff is extremely pleasant and welcoming. Love to visit again"
343,Google,MADRAS RESTAURANT- True Taste of South India,Vibhu Mehta,"Rated 5.0 out of 5,",a year ago,Good food reasonably priced. Located Springdale village centre. Service is good . Loved their dosas and thali. Will visit again soon.
344,Google,MADRAS RESTAURANT- True Taste of South India,Gurjinder Gill,"Rated 1.0 out of 5,",a year ago,I wish I could give 0 stars. Chutneys and sambhar spilled everywhere inside and taste so bad like we have to throw it out. Bad experience
345,Google,MADRAS RESTAURANT- True Taste of South India,Sierra Abnes,"Rated 1.0 out of 5,",2 years ago,"Ordered idly vada, was so disappointed, the vadas were stale hard and greasy, burnt and over done. It was packed in a styrofoam box that had melted into the vada. I think 1 star is overrated."
346,Google,MADRAS RESTAURANT- True Taste of South India,Prashant Verma,"Rated 5.0 out of 5,",3 years ago,Mysore masala Dosa is a must try. Portion size are huge compared to other Restaurants. Service was quick. We were In and Out in no time. Will be back to try other items.
347,Google,MADRAS RESTAURANT- True Taste of South India,Manvith Pynampuram,"Rated 5.0 out of 5,",2 years ago,"This is the first time I'm reviewing a restaurant. If you want to taste real south indian food, this is the place. Thumbs up 👍"
348,Google,MADRAS RESTAURANT- True Taste of South India,master chandu,"Rated 5.0 out of 5,",2 years ago,"One of my friends who is a regular visitor of this place referred me and once done, I just felt ""WOW.""  My family and I enjoyed the whole evening with good and delicious food and prompt service.....Madras people - you are doing a good job, I appreciate your hospitality.  Thank you so much."
349,Google,MADRAS RESTAURANT- True Taste of South India,Adrian Arul,"Rated 1.0 out of 5,",a year ago,Ordered the Chicken 65 and it was absolutely terrible. Over doughed and had a sour taste to it. Would not recommend this place to my worse enemy.
350,Google,MADRAS RESTAURANT- True Taste of South India,Divya Vivek,"Rated 2.0 out of 5,",5 years ago,The rasam is good.The dosas are inconsistent . The chutneys thy come along with dosas on the side - waste of space. The white chutney is bland. The green chutney sort of thing is a watery equivalent for the tamarind water for pani puri.My friend asked if he could get ghee dosa without masala and they said no can't.Ps- the pics of celebrities - nice touch.
351,Google,MADRAS RESTAURANT- True Taste of South India,David Tran,"Rated 5.0 out of 5,",4 years ago,"Great selection of Indian food, friendly servers and most important really tasty food. It was packed with different flavors and textures; 10/10  would  recommend this to everyone."
352,Google,MADRAS RESTAURANT- True Taste of South India,shardul soni,"Rated 1.0 out of 5,",a year ago,"I don't know what is wrong with the staff, I have orders a lot of food but they don't have a common sense to put spoons with food.So if you gys are planning to buy food make sure you get your cutlery"
353,Google,MADRAS RESTAURANT- True Taste of South India,Sri Ram Arumulla,"Rated 5.0 out of 5,",2 years ago,Superb food 👌👌..excellent hotel. The food served is customable .They prepare food in the way we like.Excellent hotel ..deserves a five star rating. Whenever u visit the place again u r not going eat anywhere other than this hotel once u taste here.🤩🤩
354,Google,MADRAS RESTAURANT- True Taste of South India,Sarika Ahuja,"Rated 5.0 out of 5,",3 years ago,Amazing south indian dishes. They make it spicy if you like. Authentic south indian food. Infrastructure is good. Staff is nice. Overall good experience
355,Google,MADRAS RESTAURANT- True Taste of South India,priyanka goyal,"Rated 5.0 out of 5,",8 months ago,My favorite place for South Indian food. Place is simple.
356,Google,MADRAS RESTAURANT- True Taste of South India,Sai Vardhan Mudunuru,"Rated 5.0 out of 5,",2 years ago,Really nice place. I like the casual atmosphere. The food was amazing and very reasonable prices. The service was excellent and very friendly. Great way of arrangements. I totally loved it
357,Google,MADRAS RESTAURANT- True Taste of South India,kaushik sagar,"Rated 5.0 out of 5,",3 years ago,One of the finest fine dining restaurant in the area. The food is just awesome..chicken dosa and lamb curry are my personal favorites.Clearly a winner Indian Restaurants overall..go check this restaurant..
358,Google,MADRAS RESTAURANT- True Taste of South India,Dharam Tiwana,"Rated 4.0 out of 5,",a year ago,I get food from here every so often. Fairly nice food and friendly staff. The wait time for the food has also improved over the years so thats great!
359,Google,MADRAS RESTAURANT- True Taste of South India,Veena Rani,"Rated 1.0 out of 5,",5 years ago,Horrible place. Don't waste your money here. No taste of food. You have to pay first for your order. Frozen naans are served without even letting you know first. No spices in the stuffing of dosa. Just boiled potato with onion.
360,Google,MADRAS RESTAURANT- True Taste of South India,shhruuti rawat,"Rated 1.0 out of 5,",4 years ago,"WORST PLACE EVER....RUDE STAFF....They serve food with 🐜 insects...when we asked to change, they refused to do so. Despite of their fault rather started shouting on us. They even refused to give us the bill we paid for. Few young girls are running the place with no owner around ( refused to give owner’s Num wen asked)  and these ladies give such attitude to customer as if they are doing some favour on us. I STRONGLY DONOT RECOMMEND THIS PLACE TO ANYONE ..shameless ppl.!"
361,Google,MADRAS RESTAURANT- True Taste of South India,Kler Harpreet,"Rated 1.0 out of 5,",a year ago,Very bad experience with dosas. Don’t waste your money. We called them regarding experience and front desk agent’s response was very rude.
362,Google,MADRAS RESTAURANT- True Taste of South India,garnika nayan,"Rated 5.0 out of 5,",a year ago,"Excellent experience in everything food ,service,atmosphere especially mutton biryani taste  is excellent and we had great time and enjoyed with my family."
363,Google,MADRAS RESTAURANT- True Taste of South India,B M K,"Rated 4.0 out of 5,",3 years ago,Wow the vegitable biriyani is awesome. The desserts are good too. In love with the staff. They are very polite and professional.I definitely recommend this place.. Really loved it!
364,Google,MADRAS RESTAURANT- True Taste of South India,Lakshmi Priya,"Rated 5.0 out of 5,",a year ago,This Restaurant Was Amazing. I Came here many times and staff were very polite And the food was Great 👍.  The prices were reasonable for every Item. I will definitely come here Again.
365,Google,MADRAS RESTAURANT- True Taste of South India,Vignesh P,"Rated 1.0 out of 5,",2 years ago,"went for dinner with a friend, surprised to see the spoiled tomato chutney was served, not so fresh food: microwave heated food except for the dosa,very hard and not so tasty IdliL does not stand up to the expectations for a south indian restaurant"
366,Google,MADRAS RESTAURANT- True Taste of South India,Vijay Kumar,"Rated 5.0 out of 5,",a year ago,"This place is amazing, tried Dosa and Chicken varieties. A must visit place for south indians. Customer service is very good"
367,Google,MADRAS RESTAURANT- True Taste of South India,P Nijjar,"Rated 1.0 out of 5,",7 years ago,"A worst service I have ever seen. Mango shake was very close to lemonade taste, completely bitter.The server argued on that.I would not recommend my family to eat there."
368,Google,MADRAS RESTAURANT- True Taste of South India,AKANKSHA SHARMA,"Rated 5.0 out of 5,",2 years ago,Great food as always...! And specially the service is very competitive and uncomparable...!Met their staff member named ALBY and she offered us best of everythng even though we ordered at the last moment.. !👍
369,Google,MADRAS RESTAURANT- True Taste of South India,Kim Bhela,"Rated 1.0 out of 5,",5 years ago,"My mother and I walked into the completelyrics empty restaurant for the first time.  There was one girl behind the counter, who saw us walk in and sit down.  She continted going about her business behind the counter, and then started putting glasses on other tables.   At this point we were waiting over 10 mins...then I got up and asked her if anyone was going to serve us.  And she rudely stated ""you have to come to the counter to order and to pay.  There is a sign there!"".  The sign was at the back corner of the restaurant which we clearly did not see.  She further went on to say she thought we knew!   But yet she saw us sitting there for over 10mins clearly seeing we were waiting on her as I kept looking back trying to make eye contact with her.I would never go back there again nor would I recommend it to anyone.  VERY POOR SERVICE!!!"
370,Google,MADRAS RESTAURANT- True Taste of South India,Manoj Thakur,"Rated 5.0 out of 5,",a year ago,Awesome food... authentic taste... tried cheese dosa and pav bhaaji...it was yummmm!!!!
371,Google,MADRAS RESTAURANT- True Taste of South India,Devendar Arora,"Rated 5.0 out of 5,",2 years ago,We tried different types of Dosas here and all were excellent with authentic South Indian flavor. Specially sambhar and chatnies were amazing.
372,Google,MADRAS RESTAURANT- True Taste of South India,Indesh Singh,"Rated 4.0 out of 5,",4 years ago,Food is really good!!👍Service and cleanliness could be better!
373,Google,MADRAS RESTAURANT- True Taste of South India,Mohammed Rahman,"Rated 5.0 out of 5,",3 years ago,One of the best Dosa place I have been to. Food tasted good and more importantly the overall experience. It’s good to see such humble service from a family run place.
374,Google,MADRAS RESTAURANT- True Taste of South India,Problem solver,"Rated 5.0 out of 5,",2 years ago,One of the finest restaurant I had ever seen before.The taste was simply excellent.Coming to the maintenance it's so good.The Indian style food was amazing.
375,Google,MADRAS RESTAURANT- True Taste of South India,pranusha yadlapati,"Rated 5.0 out of 5,",4 years ago,Have been to the place multiple times. Ambience is great. Spacious hall with nice seating facility. Place is well maintained. Food is excellent and it's price worthy.
376,Google,MADRAS RESTAURANT- True Taste of South India,Priyatham Kanigarla,"Rated 5.0 out of 5,",8 months ago,I tried paneer Tikka masala dosa and i loved it.A must try for everyone
377,Google,MADRAS RESTAURANT- True Taste of South India,Manoj Kakarla,"Rated 5.0 out of 5,",a year ago,"Looking for spicy and authentic Indian food, this is your placeTheir dosas are a must try and biryani is to die forAnd above all amazing customer service"
378,Google,MADRAS RESTAURANT- True Taste of South India,Murtuza Bootwala,"Rated 4.0 out of 5,",a year ago,"Feels like you are in South India and very welcoming staff, and food just perfect. we are already a regular customer there."
379,Google,MADRAS RESTAURANT- True Taste of South India,Vinee Vaid,"Rated 5.0 out of 5,",2 years ago,"Great South Indian Food, I guess the management is changed. Chicken and Lamb curry were amazing.Dosa and Idli were nice."
380,Google,MADRAS RESTAURANT- True Taste of South India,Akhil,"Rated 5.0 out of 5,",3 years ago,"One of the best South Indian restaurants i have tried.. service was really great , very concerned about customer and food was great given the price.. totally a very nice experience."
381,Google,MADRAS RESTAURANT- True Taste of South India,omvenkatateja sakineni,"Rated 5.0 out of 5,",2 years ago,The perfect place for an authentic South Indian cuisine.  The taste reminds me of the native home food and that made me to go back to the place again.
382,Google,MADRAS RESTAURANT- True Taste of South India,Devinder Singh,"Rated 1.0 out of 5,",6 years ago,"Looks like only one person is doing everything. She was waiting tables, taking payments, clearing tables..  waiter didnt check if we had enough glasses on the table..  slow, non friendly and rude service..If you want to order appetizers first then you have to go to the counter, order it and pay, now once you are ready for main course then you go to the counter and order and pay again. Everytime you want to order, you have to go to the counter.. no one is going to come to your table to take order..Food was average tasting and expensive.. go here ONLY if you dont have any other options to go to else AVOIDEdit: oh I forgot to mention about the ridiculous notice on the counter basically telling you to go to hell if you dont like the food cause they dont care and not interested in feedback or improvement.YOU HAVE BEEN WARNED"
383,Google,MADRAS RESTAURANT- True Taste of South India,Singh SINGH,"Rated 4.0 out of 5,",4 years ago,Worth trying.... good service
384,Google,MADRAS RESTAURANT- True Taste of South India,Shiju Inder,"Rated 1.0 out of 5,",4 years ago,"1. Whatever item is asked from the menu, it is unavailable.2. Place is occupied 20%, yet the lady says that food will take 25 mins to be served.3. Toilets are dirty.I pity the people who work there and blame the management and the owner.I WILL TELL EVERYONE I KNOW, ABOUT HOW BAD THIS PLACE IS."
385,Google,MADRAS RESTAURANT- True Taste of South India,preet kaur,"Rated 5.0 out of 5,",5 years ago,I went yesterday  evening with my friends dosas are mouth watering and delicious. Good Service.  I just love this restaurant going to come back soon.
386,Google,MADRAS RESTAURANT- True Taste of South India,Rushit Gandhi,"Rated 1.0 out of 5,",2 years ago,"We always get dosa from madras restaurant and it's always good. However, today bhaji dosa was expired, taste was awful."
387,Google,MADRAS RESTAURANT- True Taste of South India,Manish Rathore,"Rated 5.0 out of 5,",a year ago,I ordered Madras Special masala dosas and it was one of the best dosas I have ever had. Highly recommended!!!
388,Google,MADRAS RESTAURANT- True Taste of South India,Narinder K,"Rated 5.0 out of 5,",3 years ago,My experience at madras restaurant was awesome. I really appreciate their service and food was soo delicious . I recommend everyone to take the taste of south indian dishes from this restaurant.👍👍
389,Google,MADRAS RESTAURANT- True Taste of South India,niranjan kumar,"Rated 5.0 out of 5,",4 years ago,"Good food......nice ambiance.........I had visited with my family and was very happy to see a change in overall appearance, though it had been ages since we had been here........Dosas were excellent as usual and chicken surprised us, as we were expecting it to be on high spicy side, which it was not.......overall a perfect place to have good food"
390,Google,MADRAS RESTAURANT- True Taste of South India,Arjun Rockstar,"Rated 5.0 out of 5,",2 years ago,Known for the taste and these guys have mastered to maintain it.. Not even once was I disappointed... And there are many south Indian restaurants they don't live up-to it. But madras is on the mark
391,Google,MADRAS RESTAURANT- True Taste of South India,Vanpriya Cor,"Rated 2.0 out of 5,",3 years ago,I had wada Saambhar and it wasn't good at all. The wada was supposed to be a bit spongy but it was so hard seemed almost raw. Can't say about rest of the recipes they have. The mango shake was good though.
392,Google,MADRAS RESTAURANT- True Taste of South India,Parth Tiwari,"Rated 5.0 out of 5,",a year ago,Best South Indian Restaurant I have visited in Brampton. Other then idli and dosa it has the best MUTTON BIRYANI I have ever tried.
393,Google,MADRAS RESTAURANT- True Taste of South India,Brahmleen Grewal,"Rated 5.0 out of 5,",a year ago,"This is a really great resturant the inside of the resturant give a authentic feeling its amazing not to mention the food is out of this world,  its delicous, defenitly comeing again and again!"
394,Google,MADRAS RESTAURANT- True Taste of South India,Karan Dhand,"Rated 5.0 out of 5,",a year ago,ordered through ubereats... best dosa in town ... especially paneer tikka masala dosa .. excellent quality.... keep it up guys 👍
395,Google,MADRAS RESTAURANT- True Taste of South India,S J,"Rated 5.0 out of 5,",2 years ago,"Very delicious food, excellent customer service. We loved it. Masala dosa, idli and mutton curry are favrts."
396,Google,MADRAS RESTAURANT- True Taste of South India,gsdvphani Saiteja,"Rated 5.0 out of 5,",2 years ago,"Nice place to have lunch.great environment, clean place,friendly staff.i love this place ,taste is awesome  .well maintained. It's really worth having any dish"
397,Google,MADRAS RESTAURANT- True Taste of South India,angela hanlon,"Rated 5.0 out of 5,",3 years ago,What a great experience! I learned a lot about Indian cuisine from the server. Friendly professional service. Yummy warming delicious comfort food.
398,Google,MADRAS RESTAURANT- True Taste of South India,Vihang Idnani,"Rated 5.0 out of 5,",4 years ago,Ordered takeout so didn't spend as much time at the restaurant as such. Side note: the order taker should reduce the volume of the audio player which was a little loud and I felt a hiccup in our conversation to proceed with the order.
399,Google,MADRAS RESTAURANT- True Taste of South India,PK Kamalraj,"Rated 1.0 out of 5,",2 years ago,Ordered the butter chicken and paneer tikka masala - was some of the worst Indian food I have ever had. Very disappointed.
400,Google,MADRAS RESTAURANT- True Taste of South India,Rajdeep Kingra,"Rated 1.0 out of 5,",a year ago,We ordered dosas and it tastes so bad. Don’t waste your hard earned money there.
401,Google,MADRAS RESTAURANT- True Taste of South India,SAGAR SHINGALA,"Rated 1.0 out of 5,",5 years ago,"Wrost place to deal with.Made an order for pick up, did not get half of the stuff and when called to deliver because of the inconvenience we had. They said they don't deliver.Dosas did not taste good at all.Just avoid this place at any cost!No taste in dosas and worst service ever!"
402,Google,MADRAS RESTAURANT- True Taste of South India,Seema Singla,"Rated 5.0 out of 5,",3 years ago,"Very tasty and authentic food v had in  brampton ,and traditional food too,v had south indian vegetarian food which was too yummy .Too gud service v r satisfied and njoyed ,nyc dcor vid light music.Last is mouth freshner is gud.Overall v nyed,keep it up sir v vill be back soon and wanted to again and again."
403,Google,MADRAS RESTAURANT- True Taste of South India,Saidwaraka Cheekatla,"Rated 5.0 out of 5,",2 years ago,Nice place to have breakfast. I would say a notable landmark in brampton for serving best south indian food.good maintenance. Friendly staff.food is great and price is reasonable
404,Google,MADRAS RESTAURANT- True Taste of South India,Gopi Boddu,"Rated 5.0 out of 5,",a year ago,Awsome taste plain dosa and chicken 65…. Biriyani also tastes nice…
405,Google,MADRAS RESTAURANT- True Taste of South India,sujan vudutha,"Rated 5.0 out of 5,",2 years ago,"If you are looking for a descent place with a nice menu and the best service at a great price, this is the right stop! I have tried chicken dosa and rava dosa! Both are amazing!"
406,Google,MADRAS RESTAURANT- True Taste of South India,SAMPATH SHETTY (USA),"Rated 4.0 out of 5,",3 years ago,Great  food !!specially non veg thali . Will visit again for their chicken curry. Felt little disappointed with medu wada though so 4 star:)
407,Google,MADRAS RESTAURANT- True Taste of South India,Simran kaur Atwal,"Rated 5.0 out of 5,",3 years ago,I went to Madras restaurant two times with my friends the service was outstanding and the food was soo delicious. My friends really like ur food and they are demanding to visit again.
408,Google,MADRAS RESTAURANT- True Taste of South India,Malar Vizhi,"Rated 1.0 out of 5,",3 years ago,Food quality is really bad. We ordered chicken biryani and we felt like it was spoiled. And meat was not properly cooked.
409,Google,MADRAS RESTAURANT- True Taste of South India,SREEHARINATH RANGARAJU,"Rated 4.0 out of 5,",a year ago,"Respectful veggie Biriyani, good staff."
410,Google,MADRAS RESTAURANT- True Taste of South India,Nikita Sunesara,"Rated 5.0 out of 5,",3 years ago,Awesome place for proper authentic South Indian food. Delicious dosas. Must try Hyderabadi chicken 65. Excellent customer service.
411,Google,MADRAS RESTAURANT- True Taste of South India,V Kaur Grewal,"Rated 3.0 out of 5,",3 years ago,"People were enjoying but did not like taste of Dosa we ordered . No sauces were tasty , samber was ok but crepe od dosa tasted like uncooked"
412,Google,MADRAS RESTAURANT- True Taste of South India,HASHIM khan,"Rated 5.0 out of 5,",3 years ago,"Amazing food went around 4pm ordered  chettinadu dosa and idly combo, dosa was crispy very nicely done  and the service exceeded the expectation - great job!!!!!Thank you"
413,Google,MADRAS RESTAURANT- True Taste of South India,Ashwin Sathya Rajasekar,"Rated 1.0 out of 5,",2 years ago,This is no where near South Indian taste. Uusipona chutny ah kodukurango. Don't expect taste. Definitely not worthy for the money you spend. Would give 0 stars if possible.
414,Google,MADRAS RESTAURANT- True Taste of South India,Preethi Nirmal,"Rated 1.0 out of 5,",5 years ago,"Service was worst. After bill paid they said they don't have the ordered food. And worst customer service. Though the food as good but expensive, a simple masala dosa is $ 7.25 thats to much."
415,Google,MADRAS RESTAURANT- True Taste of South India,Prabhdeep Kour,"Rated 4.0 out of 5,",a year ago,I just loved their mutton curry. Bit spicy but totally worth spending money.
416,Google,MADRAS RESTAURANT- True Taste of South India,YESHWANTH D,"Rated 5.0 out of 5,",2 years ago,Spicy biryani . Good south Indian food. Nice atmosphere inside the restaurant. Value for money. I enjoyed the food and atmosphere a lot.
417,Google,MADRAS RESTAURANT- True Taste of South India,Kushwanth Sai,"Rated 5.0 out of 5,",4 years ago,"I am a student from india.after coming canada i missed the indian food a lot and madras restaurant completely satisfied me.i had delicious dosa,its much like my mother's recipes.i was also quite happy with their hospitality.i really appreciate for that kind of maintenance"
418,Google,MADRAS RESTAURANT- True Taste of South India,body reboot,"Rated 5.0 out of 5,",a year ago,"Always a great experience when coming to MADRAS RESTAURANT, Food is so tasty and also staffs are courteous and provide good service."
419,Google,MADRAS RESTAURANT- True Taste of South India,Farzad Zandbaf,"Rated 1.0 out of 5,",5 years ago,Extremely extremely poor service. If you planning to order a dosa. Please be ready to spare atleast 30mins waiting for it. Usually dosas are made within a few minutes but at this restaurant it literally takes forever.
420,Google,MADRAS RESTAURANT- True Taste of South India,Chakradhar Reddy,"Rated 5.0 out of 5,",2 years ago,"Super taste 👌🔥🔥🔥🔥🔥🔥👌👌👌👌👌Pure Andhra taste,once you eat there next time you can't go to other restaurant.yummy 😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋😋thanks for having Andhra food in Canada.And their service tooooo"
421,Google,MADRAS RESTAURANT- True Taste of South India,Ramesh Janagam,"Rated 5.0 out of 5,",3 months ago,"Delicious non veg thaliVegetarian options: Dosa, idly, veg biryani "
422,Google,MADRAS RESTAURANT- True Taste of South India,Kishore Rao,"Rated 5.0 out of 5,",6 years ago,"Biryani tasted good..madras chicken curry was a perfect match for parottas and naan....EGG AND CHEESE DOSA needs a spl mention...nowhere else we cud get..its Madras Restaurant""s signature dish..yummy butter chicken dosa..my kids loved the food.."
423,Google,MADRAS RESTAURANT- True Taste of South India,Uday Chandar,"Rated 2.0 out of 5,",3 years ago,"I initially gave good ratings, but my recent visits were no good. Delayed food. No proper table service. I dont know what's gone wrong with them."
424,Google,MADRAS RESTAURANT- True Taste of South India,Sai Krishna Kovvali,"Rated 5.0 out of 5,",2 years ago,"Madras is one of the best restaurant in this area.nothing like this place....their breakfast options are the best for a south Indian guy.friendly staff ,makes the experience way more inviting"
425,Google,MADRAS RESTAURANT- True Taste of South India,Rohit Kadali,"Rated 5.0 out of 5,",a year ago,Food taste and quality is good. Serving with proper safety measures. Service is superb.
426,Google,MADRAS RESTAURANT- True Taste of South India,Pawan Luthra,"Rated 5.0 out of 5,",a year ago,"Loved the signature Masala dosa , and saw some  amazing pics in the restaurant. Really  wish i could dine in there."
427,Google,MADRAS RESTAURANT- True Taste of South India,S S,"Rated 4.0 out of 5,",5 years ago,"Very nice South indian experience. Food was excellent. We had Paneer dosa, Mysore dosa, idli wada. All were good."
428,Google,MADRAS RESTAURANT- True Taste of South India,Narendra Kumar,"Rated 5.0 out of 5,",3 years ago,Great service.   I have been there with a group of 12 and quite mesmerized the way they provided service during busy lunch hour..no comprise on quality of food....butter chicken was delicious....
429,Google,MADRAS RESTAURANT- True Taste of South India,Bianca Taruc,"Rated 5.0 out of 5,",3 years ago,The chicken 65 dish and dosa was AMAZING. My fam had lots of fun!! Totally recommend going! 10/10 :)
